action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,6162101,[],CHEMBL1764294,Inhibition of HIV1 subtype C protease expressed in Escherichia coli BL21 assessed as hydrolysis of substrate using chromogenic substrate Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 by spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)Nc1cccc(O)c1,,,CHEMBL1759903,Bioorg Med Chem Lett,2011,"{'bei': '9.81', 'le': '0.19', 'lle': '5.96', 'sei': '2.27'}",CHEMBL1761676,,CHEMBL1761676,5.00,0,http://www.openphacts.org/units/Nanomolar,1413898,=,1,1,=,,IC50,nM,,10000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,10.0
,,6162102,[],CHEMBL1764294,Inhibition of HIV1 subtype C protease expressed in Escherichia coli BL21 assessed as hydrolysis of substrate using chromogenic substrate Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 by spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)NC12NC(=O)C3(OC(C)=O)C4C5CC(C6C5C3C61)C42,,,CHEMBL1759903,Bioorg Med Chem Lett,2011,,CHEMBL1761677,,CHEMBL1761677,,0,http://www.openphacts.org/units/Nanomolar,1413899,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,10.0
,,6162103,[],CHEMBL1764294,Inhibition of HIV1 subtype C protease expressed in Escherichia coli BL21 assessed as hydrolysis of substrate using chromogenic substrate Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 by spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](C)[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)NC12NC(=O)C3(O)C4C5CC(C6C5C3C61)C42,,,CHEMBL1759903,Bioorg Med Chem Lett,2011,"{'bei': '11.85', 'le': '0.23', 'lle': '8.02', 'sei': '3.15'}",CHEMBL1761678,,CHEMBL1761678,6.30,0,http://www.openphacts.org/units/Nanomolar,1413900,=,1,1,=,,IC50,nM,,500.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,0.5
,,6162104,[],CHEMBL1764294,Inhibition of HIV1 subtype C protease expressed in Escherichia coli BL21 assessed as hydrolysis of substrate using chromogenic substrate Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 by spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NC12NC(=O)C3(O)C4C5CC(C6C5C3C61)C42)C(C)C,,,CHEMBL1759903,Bioorg Med Chem Lett,2011,"{'bei': '8.81', 'le': '0.17', 'lle': '8.31', 'sei': '2.29'}",CHEMBL1761679,,CHEMBL1761679,5.70,0,http://www.openphacts.org/units/Nanomolar,1413901,=,1,1,=,,IC50,nM,,2000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,2.0
,,6162105,[],CHEMBL1764294,Inhibition of HIV1 subtype C protease expressed in Escherichia coli BL21 assessed as hydrolysis of substrate using chromogenic substrate Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 by spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)NC12NC(=O)C3(O)C4C5CC(C6C5C3C61)C42,,,CHEMBL1759903,Bioorg Med Chem Lett,2011,"{'bei': '8.58', 'le': '0.16', 'lle': '9.15', 'sei': '2.08'}",CHEMBL1761680,,CHEMBL1761680,5.30,0,http://www.openphacts.org/units/Nanomolar,1413902,=,1,1,=,,IC50,nM,,5000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,5.0
,,6162106,[],CHEMBL1764294,Inhibition of HIV1 subtype C protease expressed in Escherichia coli BL21 assessed as hydrolysis of substrate using chromogenic substrate Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 by spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@]12NC(=O)[C@@]3(O)C4C5CC(C6C5C3C61)C42,,,CHEMBL1759903,Bioorg Med Chem Lett,2011,"{'bei': '12.87', 'le': '0.25', 'lle': '8.90', 'sei': '3.45'}",CHEMBL1761681,,CHEMBL1761681,6.30,0,http://www.openphacts.org/units/Nanomolar,1413903,=,1,1,=,,IC50,nM,,500.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,0.5
,,6162107,[],CHEMBL1764294,Inhibition of HIV1 subtype C protease expressed in Escherichia coli BL21 assessed as hydrolysis of substrate using chromogenic substrate Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 by spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@@]12NC(=O)[C@]3(O)C4C5CC(C6C5C3C61)C42,,,CHEMBL1759903,Bioorg Med Chem Lett,2011,"{'bei': '10.21', 'le': '0.20', 'lle': '7.60', 'sei': '2.73'}",CHEMBL1761682,,CHEMBL1761682,5.00,0,http://www.openphacts.org/units/Nanomolar,1413904,=,1,1,=,,IC50,nM,,10000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,10.0
,,6162108,[],CHEMBL1764294,Inhibition of HIV1 subtype C protease expressed in Escherichia coli BL21 assessed as hydrolysis of substrate using chromogenic substrate Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 by spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,,,CHEMBL1759903,Bioorg Med Chem Lett,2011,"{'bei': '11.91', 'le': '0.22', 'lle': '4.19', 'sei': '4.90'}",CHEMBL1163,ATAZANAVIR,CHEMBL1163,8.40,0,http://www.openphacts.org/units/Nanomolar,1413905,=,1,1,=,,IC50,nM,,4.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,0.004
,,6162109,[],CHEMBL1764294,Inhibition of HIV1 subtype C protease expressed in Escherichia coli BL21 assessed as hydrolysis of substrate using chromogenic substrate Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 by spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,,,CHEMBL1759903,Bioorg Med Chem Lett,2011,"{'bei': '12.09', 'le': '0.23', 'lle': '3.27', 'sei': '6.34'}",CHEMBL729,LOPINAVIR,CHEMBL729,7.60,0,http://www.openphacts.org/units/Nanomolar,1413906,=,1,1,=,,IC50,nM,,25.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,0.025
,,6226871,[],CHEMBL1786439,Inhibition of HIV1 protease activity,B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,,CHEMBL1782018,Bioorg Med Chem,2009,"{'bei': '11.16', 'le': '0.21', 'lle': '-2.13', 'sei': '8.86'}",CHEMBL168,OLEANOLIC_ACID,CHEMBL168,5.10,0,http://www.openphacts.org/units/Nanomolar,1428643,=,1,1,=,,IC50,nM,,8000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,8.0
,,6227784,[],CHEMBL1786439,Inhibition of HIV1 protease activity,B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,,CHEMBL1782018,Bioorg Med Chem,2009,"{'bei': '10.12', 'le': '0.19', 'lle': '-2.14', 'sei': '6.66'}",CHEMBL1783812,,CHEMBL1783812,5.77,0,http://www.openphacts.org/units/Nanomolar,1428647,=,1,1,=,,IC50,nM,,1700.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,1.7
,,6227785,[],CHEMBL1786439,Inhibition of HIV1 protease activity,B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,,CHEMBL1782018,Bioorg Med Chem,2009,"{'bei': '8.27', 'le': '0.16', 'lle': '-3.34', 'sei': '4.44'}",CHEMBL1783813,,CHEMBL1783813,5.77,0,http://www.openphacts.org/units/Nanomolar,1428648,=,1,1,=,,IC50,nM,,1700.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,1.7
,,6227786,[],CHEMBL1786439,Inhibition of HIV1 protease activity,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,,,CHEMBL1782018,Bioorg Med Chem,2009,"{'bei': '11.16', 'le': '0.21', 'lle': '-1.99', 'sei': '8.86'}",CHEMBL169,URSOLIC ACID,CHEMBL169,5.10,0,http://www.openphacts.org/units/Nanomolar,1428649,=,1,1,=,,IC50,nM,,8000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,8.0
,,6227787,[],CHEMBL1786439,Inhibition of HIV1 protease activity,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12.O=C(O)CC(=O)O,,,CHEMBL1782018,Bioorg Med Chem,2009,"{'bei': '11.43', 'le': '0.22', 'lle': '-1.87', 'sei': '9.08'}",CHEMBL1783810,URSOLIC ACID HYDROGEN MALONATE,CHEMBL169,5.22,0,http://www.openphacts.org/units/Nanomolar,1428645,=,1,1,=,,IC50,nM,,6000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,6.0
,,6227788,[],CHEMBL1786439,Inhibition of HIV1 protease activity,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12.O=C(O)CCCC(=O)O,,,CHEMBL1782018,Bioorg Med Chem,2009,"{'bei': '11.82', 'le': '0.22', 'lle': '-1.69', 'sei': '9.38'}",CHEMBL1783814,URSOLIC ACID GLUTARYL HEMI ESTER,CHEMBL169,5.40,0,http://www.openphacts.org/units/Nanomolar,1428650,=,1,1,=,,IC50,nM,,4000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,4.0
,,6227789,[],CHEMBL1786439,Inhibition of HIV1 protease activity,B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1.O=C(O)CCCC(=O)O,,,CHEMBL1782018,Bioorg Med Chem,2009,"{'bei': '11.82', 'le': '0.22', 'lle': '-1.83', 'sei': '9.38'}",CHEMBL1783815,OLEANOLIC ACID GLUTARYL HEMI ESTER,CHEMBL168,5.40,0,http://www.openphacts.org/units/Nanomolar,1428651,=,1,1,=,,IC50,nM,,4000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,4.0
,,6227790,[],CHEMBL1786439,Inhibition of HIV1 protease activity,B,,,BAO_0000190,BAO_0000357,single protein format,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.O=C(O)CCCC(=O)O,,,CHEMBL1782018,Bioorg Med Chem,2009,"{'bei': '11.82', 'le': '0.22', 'lle': '-1.69', 'sei': '9.38'}",CHEMBL1783811,BETULINIC ACID GLUTARYL HEMI ESTER,CHEMBL269277,5.40,0,http://www.openphacts.org/units/Nanomolar,1428646,=,1,1,=,,IC50,nM,,4000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,4.0
,,10861147,[],CHEMBL2019284,Inhibition of wild type HIV-1 protease assessed as hydrolysis of fluorogenic substrate Abz-Thr-Ile-Nle-Phe(NO2)-Gln-Arg after 10 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)COc2ccc3[nH]ccc3c2)cc1OC,,,CHEMBL2016437,Bioorg Med Chem Lett,2012,"{'bei': '12.97', 'le': '0.26', 'lle': '2.73', 'sei': '5.94'}",CHEMBL2017307,,CHEMBL2017307,6.00,0,http://www.openphacts.org/units/Nanomolar,1634860,=,1,1,=,,IC50,nM,,1000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,1.0
,,10861148,[],CHEMBL2019284,Inhibition of wild type HIV-1 protease assessed as hydrolysis of fluorogenic substrate Abz-Thr-Ile-Nle-Phe(NO2)-Gln-Arg after 10 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)COc2ccc3c(ccn3C)c2)cc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2016437,Bioorg Med Chem Lett,2012,,CHEMBL2017308,,CHEMBL2017308,,0,http://www.openphacts.org/units/Nanomolar,1634861,>,1,1,>,,IC50,nM,,1000000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,1000.0
,,10861149,[],CHEMBL2019284,Inhibition of wild type HIV-1 protease assessed as hydrolysis of fluorogenic substrate Abz-Thr-Ile-Nle-Phe(NO2)-Gln-Arg after 10 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)COc2ccc3c(ccn3Cc3ccccc3)c2)cc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2016437,Bioorg Med Chem Lett,2012,,CHEMBL2017309,,CHEMBL2017309,,0,http://www.openphacts.org/units/Nanomolar,1634862,>,1,1,>,,IC50,nM,,1000000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,1000.0
,,10861150,[],CHEMBL2019284,Inhibition of wild type HIV-1 protease assessed as hydrolysis of fluorogenic substrate Abz-Thr-Ile-Nle-Phe(NO2)-Gln-Arg after 10 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)COc2ccc3occc3c2)cc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2016437,Bioorg Med Chem Lett,2012,,CHEMBL2017310,,CHEMBL2017310,,0,http://www.openphacts.org/units/Nanomolar,1634863,=,1,1,=,,IC50,nM,,130000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,130.0
,,10861151,[],CHEMBL2019284,Inhibition of wild type HIV-1 protease assessed as hydrolysis of fluorogenic substrate Abz-Thr-Ile-Nle-Phe(NO2)-Gln-Arg after 10 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)COc2ccc3sccc3c2)cc1OC,,,CHEMBL2016437,Bioorg Med Chem Lett,2012,"{'bei': '15.06', 'le': '0.31', 'lle': '3.21', 'sei': '8.47'}",CHEMBL2017311,,CHEMBL2017311,7.22,0,http://www.openphacts.org/units/Nanomolar,1634864,=,1,1,=,,IC50,nM,,60.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,0.06
,,10861152,[],CHEMBL2019284,Inhibition of wild type HIV-1 protease assessed as hydrolysis of fluorogenic substrate Abz-Thr-Ile-Nle-Phe(NO2)-Gln-Arg after 10 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,,,CHEMBL2016437,Bioorg Med Chem Lett,2012,"{'bei': '14.17', 'le': '0.27', 'lle': '3.30', 'sei': '7.90'}",CHEMBL584,NELFINAVIR,CHEMBL584,8.05,0,http://www.openphacts.org/units/Nanomolar,1634865,=,1,1,=,,IC50,nM,,9.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,uM,UO_0000065,,0.009
,,10901753,[],CHEMBL2038194,Inhibition of South African HIV1 subtype C protease expressed in Escherichia coli BL21S4 (DE3)pLysS cells using Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 as substrate by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)[C@H](NC(=O)C[C@@H](NCc1ccccc1)C1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OCc1ccccc1)C(=O)N[C@@H](C)C(=O)O,,,CHEMBL2034816,Eur J Med Chem,2012,"{'bei': '9.98', 'le': '0.19', 'lle': '3.23', 'sei': '4.13'}",CHEMBL2035863,,CHEMBL2035863,5.96,0,http://www.openphacts.org/units/Nanomolar,1645695,=,1,1,=,,IC50,nM,,1090.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,1090.0
,,10901754,[],CHEMBL2038194,Inhibition of South African HIV1 subtype C protease expressed in Escherichia coli BL21S4 (DE3)pLysS cells using Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 as substrate by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)[C@H](NC(=O)C[C@H](NCc1ccccc1)C1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OCc1ccccc1)C(=O)N[C@@H](C)C(=O)O,,,CHEMBL2034816,Eur J Med Chem,2012,"{'bei': '9.85', 'le': '0.19', 'lle': '3.16', 'sei': '4.08'}",CHEMBL2035864,,CHEMBL2035864,5.89,0,http://www.openphacts.org/units/Nanomolar,1645696,=,1,1,=,,IC50,nM,,1290.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,1290.0
,,10901755,[],CHEMBL2038194,Inhibition of South African HIV1 subtype C protease expressed in Escherichia coli BL21S4 (DE3)pLysS cells using Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 as substrate by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)[C@H](NC(=O)C[C@@H](N)C1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O)C(=O)N[C@@H](C)C(=O)O,,,CHEMBL2034816,Eur J Med Chem,2012,"{'bei': '14.43', 'le': '0.28', 'lle': '7.35', 'sei': '3.55'}",CHEMBL2035865,,CHEMBL2035865,6.02,0,http://www.openphacts.org/units/Nanomolar,1645697,=,1,1,=,,IC50,nM,,950.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,950.0
,,10901756,[],CHEMBL2038194,Inhibition of South African HIV1 subtype C protease expressed in Escherichia coli BL21S4 (DE3)pLysS cells using Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 as substrate by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)[C@H](NC(=O)C[C@H](N)C1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O)C(=O)N[C@@H](C)C(=O)O,,,CHEMBL2034816,Eur J Med Chem,2012,"{'bei': '14.36', 'le': '0.28', 'lle': '7.33', 'sei': '3.54'}",CHEMBL2035866,,CHEMBL2035866,6.00,0,http://www.openphacts.org/units/Nanomolar,1645698,=,1,1,=,,IC50,nM,,1010.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,1010.0
,,10901757,[],CHEMBL2038194,Inhibition of South African HIV1 subtype C protease expressed in Escherichia coli BL21S4 (DE3)pLysS cells using Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 as substrate by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)C[C@@H](NCc1ccccc1)C1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OCc1ccccc1)C(=O)O,,,CHEMBL2034816,Eur J Med Chem,2012,"{'bei': '10.02', 'le': '0.19', 'lle': '3.26', 'sei': '4.15'}",CHEMBL2035867,,CHEMBL2035867,5.99,0,http://www.openphacts.org/units/Nanomolar,1645699,=,1,1,=,,IC50,nM,,1020.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,1020.0
,,10901758,[],CHEMBL2038194,Inhibition of South African HIV1 subtype C protease expressed in Escherichia coli BL21S4 (DE3)pLysS cells using Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 as substrate by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](NCc1ccccc1)C1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OCc1ccccc1)C(=O)O,,,CHEMBL2034816,Eur J Med Chem,2012,"{'bei': '10.24', 'le': '0.19', 'lle': '3.39', 'sei': '4.24'}",CHEMBL2035868,,CHEMBL2035868,6.12,0,http://www.openphacts.org/units/Nanomolar,1645700,=,1,1,=,,IC50,nM,,760.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,760.0
,,10901759,[],CHEMBL2038194,Inhibition of South African HIV1 subtype C protease expressed in Escherichia coli BL21S4 (DE3)pLysS cells using Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 as substrate by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)C[C@@H](N)C1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O)C(=O)O,,,CHEMBL2034816,Eur J Med Chem,2012,,CHEMBL2035869,,CHEMBL2035869,,0,http://www.openphacts.org/units/Nanomolar,1645701,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,10000.0
,,10901760,[],CHEMBL2038194,Inhibition of South African HIV1 subtype C protease expressed in Escherichia coli BL21S4 (DE3)pLysS cells using Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 as substrate by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](N)C1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O)C(=O)O,,,CHEMBL2034816,Eur J Med Chem,2012,,CHEMBL2035870,,CHEMBL2035870,,0,http://www.openphacts.org/units/Nanomolar,1645702,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,10000.0
,,10901761,[],CHEMBL2038194,Inhibition of South African HIV1 subtype C protease expressed in Escherichia coli BL21S4 (DE3)pLysS cells using Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 as substrate by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](NCc1ccccc1)C1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O)C(=O)O,,,CHEMBL2034816,Eur J Med Chem,2012,"{'bei': '12.11', 'le': '0.23', 'lle': '5.65', 'sei': '3.96'}",CHEMBL2035871,,CHEMBL2035871,6.15,0,http://www.openphacts.org/units/Nanomolar,1645703,=,1,1,=,,IC50,nM,,710.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,710.0
,,10901762,[],CHEMBL2038194,Inhibition of South African HIV1 subtype C protease expressed in Escherichia coli BL21S4 (DE3)pLysS cells using Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 as substrate by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,,,CHEMBL2034816,Eur J Med Chem,2012,"{'bei': '11.91', 'le': '0.22', 'lle': '4.19', 'sei': '4.90'}",CHEMBL1163,ATAZANAVIR,CHEMBL1163,8.40,1,http://www.openphacts.org/units/Nanomolar,1645704,=,1,1,=,,IC50,nM,,4.0,CHEMBL2366517,Human immunodeficiency virus 1,Protease,11676,,,IC50,nM,UO_0000065,,4.0
